exp,file_num,event_type,start_time_file_sec,stop_time_file_sec,start_time_experiment,stop_time_experiment,start_time_experiment_sec,stop_time_experiment_sec,start_time_real,stop_time_real,RMS_arena_1,RMS_arena_2,RMS_underground,channel,assigned_location,duration_sec,bout_id,position_in_bout
211,1,alarm,352.977,353.001,00:11:52.977,00:11:53.001,712.976896,713.00108,2025-03-12 15:57:42.976896,2025-03-12 15:57:43.001080,-49.87607,-55.260433,-40.465588,10,underground,0.024,10.0,1.0
211,1,alarm,353.181,353.217,00:11:53.181,00:11:53.217,713.180672,713.217144,2025-03-12 15:57:43.180672,2025-03-12 15:57:43.217144,-47.686123,-54.861397,-45.99626,10,underground,0.036,10.0,2.0
211,1,alarm,353.733,353.763,00:11:53.733,00:11:53.763,713.732864,713.762808,2025-03-12 15:57:43.732864,2025-03-12 15:57:43.762808,-47.484215,-55.252693,-49.152824,10,arena_1,0.03,10.0,3.0
211,2,alarm,78.436,78.494,00:13:18.436,00:13:18.494,798.43584,798.493688,2025-03-12 15:59:08.435840,2025-03-12 15:59:08.493688,-47.865265,-55.178017,-47.25965,10,underground,0.058,,
211,2,alarm,110.086,110.212,00:13:50.086,00:13:50.212,830.085888,830.212216,2025-03-12 15:59:40.085888,2025-03-12 15:59:40.212216,-53.912933,-55.49054,-49.787766,30,underground,0.126,,
211,2,alarm,176.586,176.62,00:14:56.586,00:14:56.620,896.586496,896.619512,2025-03-12 16:00:46.586496,2025-03-12 16:00:46.619512,-53.33286,-55.021202,-38.2395,30,underground,0.033,11.0,1.0
211,2,alarm,177.75,177.825,00:14:57.750,00:14:57.825,897.750016,897.82476,2025-03-12 16:00:47.750016,2025-03-12 16:00:47.824760,-50.88968,-54.877098,-43.44356,30,underground,0.075,11.0,2.0
211,2,alarm,177.872,177.899,00:14:57.872,00:14:57.899,897.872128,897.898872,2025-03-12 16:00:47.872128,2025-03-12 16:00:47.898872,-50.972374,-54.586708,-24.50986,30,underground,0.027,11.0,3.0
211,2,alarm,180.23,180.242,00:15:00.230,00:15:00.242,900.229888,900.241784,2025-03-12 16:00:50.229888,2025-03-12 16:00:50.241784,-50.75428,-55.05755,-26.177917,30,underground,0.012,11.0,4.0
211,2,alarm,196.409,196.438,00:15:16.409,00:15:16.438,916.409216,916.437752,2025-03-12 16:01:06.409216,2025-03-12 16:01:06.437752,-51.97046,-52.55527,-32.56874,30,underground,0.029,,
211,2,alarm,218.706,218.753,00:15:38.706,00:15:38.753,938.70592,938.753016,2025-03-12 16:01:28.705920,2025-03-12 16:01:28.753016,-50.51737,-55.055202,-49.354282,30,underground,0.047,,
211,2,alarm,235.331,235.343,00:15:55.331,00:15:55.343,955.331456,955.342712,2025-03-12 16:01:45.331456,2025-03-12 16:01:45.342712,-50.30748,-55.16268,-54.27987,10,arena_1,0.011,12.0,1.0
211,2,alarm,245.171,245.188,00:16:05.171,00:16:05.188,965.17056,965.188472,2025-03-12 16:01:55.170560,2025-03-12 16:01:55.188472,-47.562714,-54.59445,-49.331623,30,arena_1,0.018,12.0,2.0
211,2,alarm,251.253,251.284,00:16:11.253,00:16:11.284,971.252992,971.284088,2025-03-12 16:02:01.252992,2025-03-12 16:02:01.284088,-48.130608,-55.23868,-55.53055,10,arena_1,0.031,12.0,3.0
211,2,alarm,253.239,253.27,00:16:13.239,00:16:13.270,973.239424,973.270008,2025-03-12 16:02:03.239424,2025-03-12 16:02:03.270008,-45.52555,-54.296146,-56.117435,10,arena_1,0.031,12.0,4.0
211,2,alarm,276.308,276.352,00:16:36.308,00:16:36.352,996.307712,996.351992,2025-03-12 16:02:26.307712,2025-03-12 16:02:26.351992,-49.36853,-54.584656,-45.21008,30,underground,0.044,,
211,2,alarm,310.789,310.817,00:17:10.789,00:17:10.817,1030.788864,1030.817144,2025-03-12 16:03:00.788864,2025-03-12 16:03:00.817144,-45.531647,-55.107044,-56.277126,10,arena_1,0.028,,
211,3,alarm,20.757,20.824,00:18:20.757,00:18:20.824,1100.757376,1100.824056,2025-03-12 16:04:10.757376,2025-03-12 16:04:10.824056,-47.6701,-54.984276,-56.223763,10,arena_1,0.067,,
211,3,alarm,94.87,94.9,00:19:34.870,00:19:34.900,1174.870272,1174.900472,2025-03-12 16:05:24.870272,2025-03-12 16:05:24.900472,-49.860287,-54.924896,-56.00491,10,arena_1,0.03,13.0,1.0
211,3,alarm,96.216,96.236,00:19:36.216,00:19:36.236,1176.215552,1176.235768,2025-03-12 16:05:26.215552,2025-03-12 16:05:26.235768,-48.583927,-55.060722,-56.33532,10,arena_1,0.02,13.0,2.0
211,3,alarm,147.54,147.557,00:20:27.540,00:20:27.557,1227.539712,1227.557112,2025-03-12 16:06:17.539712,2025-03-12 16:06:17.557112,-47.18303,-54.506042,-55.89117,10,arena_1,0.017,14.0,1.0
211,3,alarm,147.579,147.623,00:20:27.579,00:20:27.623,1227.579392,1227.62252,2025-03-12 16:06:17.579392,2025-03-12 16:06:17.622520,-43.91056,-52.85157,-53.334965,10,arena_1,0.043,14.0,2.0
211,3,alarm,212.99,213.005,00:21:32.990,00:21:33.005,1292.989952,1293.00492,2025-03-12 16:07:22.989952,2025-03-12 16:07:23.004920,-53.67495,-55.41314,-47.406506,30,underground,0.015,15.0,1.0
211,3,alarm,213.994,214.052,00:21:33.994,00:21:34.052,1293.99424,1294.051704,2025-03-12 16:07:23.994240,2025-03-12 16:07:24.051704,-53.152485,-55.180454,-41.962357,30,underground,0.057,15.0,2.0
211,3,alarm,215.676,215.722,00:21:35.676,00:21:35.722,1295.675904,1295.722488,2025-03-12 16:07:25.675904,2025-03-12 16:07:25.722488,-46.686905,-53.46899,-54.09961,10,arena_1,0.047,15.0,3.0
211,3,alarm,270.111,270.136,00:22:30.111,00:22:30.136,1350.11072,1350.135928,2025-03-12 16:08:20.110720,2025-03-12 16:08:20.135928,-42.75616,-51.482605,-46.124744,10,arena_1,0.025,16.0,1.0
211,3,alarm,275.797,275.816,00:22:35.797,00:22:35.816,1355.79712,1355.816184,2025-03-12 16:08:25.797120,2025-03-12 16:08:25.816184,-48.919147,-54.69975,-43.22,30,underground,0.019,16.0,2.0
211,3,alarm,298.976,299.01,00:22:58.976,00:22:59.010,1378.976,1379.009656,2025-03-12 16:08:48.976000,2025-03-12 16:08:49.009656,-47.936535,-54.908527,-56.29052,10,arena_1,0.034,,
211,3,alarm,341.307,341.319,00:23:41.307,00:23:41.319,1421.307264,1421.319032,2025-03-12 16:09:31.307264,2025-03-12 16:09:31.319032,-49.873295,-54.971344,-32.71885,30,underground,0.012,17.0,1.0
211,3,alarm,346.702,346.734,00:23:46.702,00:23:46.734,1426.701696,1426.734456,2025-03-12 16:09:36.701696,2025-03-12 16:09:36.734456,-53.351326,-55.13778,-29.386246,30,underground,0.033,17.0,2.0
211,3,alarm,352.374,352.393,00:23:52.374,00:23:52.393,1432.37376,1432.392824,2025-03-12 16:09:42.373760,2025-03-12 16:09:42.392824,-53.626015,-55.36444,-40.331043,30,underground,0.019,17.0,3.0
211,4,alarm,4.785,4.824,00:24:04.785,00:24:04.824,1444.784896,1444.823544,2025-03-12 16:09:54.784896,2025-03-12 16:09:54.823544,-53.655212,-55.480824,-43.834072,30,underground,0.039,,
211,4,alarm,14.806,14.862,00:24:14.806,00:24:14.862,1454.806016,1454.86156,2025-03-12 16:10:04.806016,2025-03-12 16:10:04.861560,-48.77156,-54.55158,-41.685287,30,underground,0.056,,
211,4,alarm,105.693,105.719,00:25:45.693,00:25:45.719,1545.6928,1545.71916,2025-03-12 16:11:35.692800,2025-03-12 16:11:35.719160,-51.406666,-55.218662,-45.624794,30,underground,0.026,18.0,1.0
211,4,alarm,105.826,105.932,00:25:45.826,00:25:45.932,1545.825664,1545.932024,2025-03-12 16:11:35.825664,2025-03-12 16:11:35.932024,-51.8739,-55.32399,-43.36686,30,underground,0.106,18.0,2.0
211,4,playback,118.896,143.297,00:25:58.896,00:26:23.297,1558.896264,1583.297328,2025-03-12 16:11:48.896264,2025-03-12 16:12:13.297328,,,,6,0,24.401,,
211,4,alarm,128.645,128.669,00:26:08.645,00:26:08.669,1568.64512,1568.668792,2025-03-12 16:11:58.645120,2025-03-12 16:11:58.668792,-52.158524,-54.047707,-43.12216,30,underground,0.024,19.0,1.0
211,4,alarm,129.203,129.22,00:26:09.203,00:26:09.220,1569.203072,1569.220216,2025-03-12 16:11:59.203072,2025-03-12 16:11:59.220216,-43.197002,-53.80397,-49.030556,30,arena_1,0.017,19.0,2.0
211,4,alarm,134.275,134.305,00:26:14.275,00:26:14.305,1574.275072,1574.30476,2025-03-12 16:12:04.275072,2025-03-12 16:12:04.304760,-53.462357,-54.966854,-49.489502,30,underground,0.03,19.0,3.0
211,4,alarm,138.892,138.912,00:26:18.892,00:26:18.912,1578.891776,1578.911608,2025-03-12 16:12:08.891776,2025-03-12 16:12:08.911608,-53.80948,-54.74771,-48.34866,30,underground,0.02,19.0,4.0
211,4,alarm,141.427,141.463,00:26:21.427,00:26:21.463,1581.427456,1581.462648,2025-03-12 16:12:11.427456,2025-03-12 16:12:11.462648,-53.49507,-54.9729,-52.123688,30,underground,0.035,19.0,5.0
211,4,alarm,142.728,142.752,00:26:22.728,00:26:22.752,1582.727936,1582.75212,2025-03-12 16:12:12.727936,2025-03-12 16:12:12.752120,-51.13651,-54.865143,-53.224525,30,arena_1,0.024,19.0,6.0
211,4,alarm,213.702,213.742,00:27:33.702,00:27:33.742,1653.702016,1653.742328,2025-03-12 16:13:23.702016,2025-03-12 16:13:23.742328,-49.437828,-54.834663,-53.785442,10,arena_1,0.04,20.0,1.0
211,4,alarm,218.741,218.77,00:27:38.741,00:27:38.770,1658.740992,1658.77004,2025-03-12 16:13:28.740992,2025-03-12 16:13:28.770040,-44.936275,-53.990387,-35.92621,30,underground,0.029,20.0,2.0
211,4,alarm,241.63,241.659,00:28:01.630,00:28:01.659,1681.629824,1681.659,2025-03-12 16:13:51.629824,2025-03-12 16:13:51.659000,-47.233295,-55.057297,-48.826252,10,arena_1,0.029,,
211,4,alarm,261.02,261.033,00:28:21.020,00:28:21.033,1701.020416,1701.03308,2025-03-12 16:14:11.020416,2025-03-12 16:14:11.033080,-52.76203,-54.94289,-31.465675,30,underground,0.013,21.0,1.0
211,4,playback,264.285,288.677,00:28:24.285,00:28:48.677,1704.284856,1728.676784,2025-03-12 16:14:14.284856,2025-03-12 16:14:38.676784,,,,6,0,24.392,,
211,4,alarm,265.331,265.49,00:28:25.331,00:28:25.490,1705.330944,1705.490296,2025-03-12 16:14:15.330944,2025-03-12 16:14:15.490296,-50.171085,-50.641212,-42.745224,30,underground,0.159,21.0,2.0
211,4,alarm,265.386,265.498,00:28:25.386,00:28:25.498,1705.386368,1705.498104,2025-03-12 16:14:15.386368,2025-03-12 16:14:15.498104,-49.46833,-49.57024,-42.420177,10,underground,0.112,21.0,3.0
211,4,alarm,265.591,265.603,00:28:25.591,00:28:25.603,1705.591296,1705.60332,2025-03-12 16:14:15.591296,2025-03-12 16:14:15.603320,-51.650997,-51.664757,-48.022305,30,underground,0.012,21.0,4.0
211,4,alarm,269.135,269.174,00:28:29.135,00:28:29.174,1709.134592,1709.17388,2025-03-12 16:14:19.134592,2025-03-12 16:14:19.173880,-53.31802,-53.442646,-47.882862,30,underground,0.039,21.0,5.0
211,4,alarm,271.76,271.784,00:28:31.760,00:28:31.784,1711.76,1711.78444,2025-03-12 16:14:21.760000,2025-03-12 16:14:21.784440,-50.409523,-53.61508,-46.21387,30,underground,0.024,21.0,6.0
211,4,alarm,272.321,272.362,00:28:32.321,00:28:32.362,1712.320768,1712.36236,2025-03-12 16:14:22.320768,2025-03-12 16:14:22.362360,-52.37125,-52.80751,-46.26688,30,underground,0.042,21.0,7.0
211,4,alarm,274.012,274.064,00:28:34.012,00:28:34.064,1714.01152,1714.063608,2025-03-12 16:14:24.011520,2025-03-12 16:14:24.063608,-52.85897,-52.47666,-45.92743,30,underground,0.052,21.0,8.0
211,4,alarm,274.572,274.61,00:28:34.572,00:28:34.610,1714.57152,1714.610168,2025-03-12 16:14:24.571520,2025-03-12 16:14:24.610168,-51.35135,-53.095238,-44.82708,30,underground,0.039,21.0,9.0
211,4,alarm,276.321,276.366,00:28:36.321,00:28:36.366,1716.320896,1716.3662,2025-03-12 16:14:26.320896,2025-03-12 16:14:26.366200,-52.65406,-52.366966,-45.960426,30,underground,0.045,21.0,10.0
211,4,alarm,277.474,277.523,00:28:37.474,00:28:37.523,1717.474176,1717.52268,2025-03-12 16:14:27.474176,2025-03-12 16:14:27.522680,-52.825897,-53.13678,-48.166153,30,underground,0.049,21.0,11.0
211,4,alarm,279.668,279.693,00:28:39.668,00:28:39.693,1719.66848,1719.692536,2025-03-12 16:14:29.668480,2025-03-12 16:14:29.692536,-52.867966,-53.14533,-43.86774,30,underground,0.024,21.0,12.0
211,4,alarm,280.256,280.268,00:28:40.256,00:28:40.268,1720.255872,1720.26764,2025-03-12 16:14:30.255872,2025-03-12 16:14:30.267640,-49.20426,-48.84335,-30.054554,20,underground,0.012,21.0,13.0
211,4,alarm,280.778,280.789,00:28:40.778,00:28:40.789,1720.7776,1720.7886,2025-03-12 16:14:30.777600,2025-03-12 16:14:30.788600,-51.71483,-52.025917,-47.758526,30,underground,0.011,21.0,14.0
211,4,alarm,281.359,281.39,00:28:41.359,00:28:41.390,1721.359104,1721.389816,2025-03-12 16:14:31.359104,2025-03-12 16:14:31.389816,-53.71275,-54.168594,-51.54528,30,underground,0.031,21.0,15.0
211,4,alarm,281.91,281.955,00:28:41.910,00:28:41.955,1721.910272,1721.954936,2025-03-12 16:14:31.910272,2025-03-12 16:14:31.954936,-53.66528,-53.980835,-50.788254,30,underground,0.045,21.0,16.0
211,4,alarm,283.231,283.378,00:28:43.231,00:28:43.378,1723.23136,1723.378424,2025-03-12 16:14:33.231360,2025-03-12 16:14:33.378424,-53.252632,-54.45514,-37.628407,30,underground,0.147,21.0,17.0
211,4,alarm,284.877,284.902,00:28:44.877,00:28:44.902,1724.876928,1724.902008,2025-03-12 16:14:34.876928,2025-03-12 16:14:34.902008,-52.568054,-53.94232,-49.31375,30,underground,0.025,21.0,18.0
211,4,alarm,285.289,285.331,00:28:45.289,00:28:45.331,1725.289216,1725.330808,2025-03-12 16:14:35.289216,2025-03-12 16:14:35.330808,-45.874542,-54.170593,-48.626816,10,arena_1,0.042,21.0,19.0
211,4,alarm,285.545,285.556,00:28:45.545,00:28:45.556,1725.545088,1725.55596,2025-03-12 16:14:35.545088,2025-03-12 16:14:35.555960,-52.8483,-52.055363,-45.15408,30,underground,0.011,21.0,20.0
211,4,alarm,286.822,286.846,00:28:46.822,00:28:46.846,1726.821888,1726.846072,2025-03-12 16:14:36.821888,2025-03-12 16:14:36.846072,-50.703274,-50.262104,-48.78832,30,underground,0.024,21.0,21.0
211,4,alarm,288.113,288.145,00:28:48.113,00:28:48.145,1728.112512,1728.14476,2025-03-12 16:14:38.112512,2025-03-12 16:14:38.144760,-52.490345,-53.108772,-48.50196,30,underground,0.032,21.0,22.0
211,4,alarm,313.741,313.753,00:29:13.741,00:29:13.753,1753.741312,1753.75308,2025-03-12 16:15:03.741312,2025-03-12 16:15:03.753080,-50.537766,-55.031948,-27.59005,30,underground,0.012,,
211,4,alarm,345.838,345.858,00:29:45.838,00:29:45.858,1785.837696,1785.857784,2025-03-12 16:15:35.837696,2025-03-12 16:15:35.857784,-50.07276,-55.087593,-45.2583,30,underground,0.02,,
211,5,alarm,46.502,46.513,00:30:46.502,00:30:46.513,1846.50176,1846.512888,2025-03-12 16:16:36.501760,2025-03-12 16:16:36.512888,-41.86078,-51.966072,-16.471025,30,underground,0.011,,
211,5,playback,96.404,120.838,00:31:36.404,00:32:00.838,1896.403808,1920.837832,2025-03-12 16:17:26.403808,2025-03-12 16:17:50.837832,,,,6,0,24.434,,
211,5,alarm,97.408,97.627,00:31:37.408,00:31:37.627,1897.408128,1897.626616,2025-03-12 16:17:27.408128,2025-03-12 16:17:27.626616,-41.84182,-53.024773,-55.00344,10,arena_1,0.218,22.0,1.0
211,5,alarm,101.373,101.407,00:31:41.373,00:31:41.407,1901.373312,1901.406968,2025-03-12 16:17:31.373312,2025-03-12 16:17:31.406968,-47.073627,-55.07386,-56.325333,10,arena_1,0.034,22.0,2.0
211,5,alarm,103.874,103.978,00:31:43.874,00:31:43.978,1903.874432,1903.978104,2025-03-12 16:17:33.874432,2025-03-12 16:17:33.978104,-45.32942,-54.78177,-56.237854,10,arena_1,0.104,22.0,3.0
211,5,alarm,104.439,104.528,00:31:44.439,00:31:44.528,1904.439424,1904.527736,2025-03-12 16:17:34.439424,2025-03-12 16:17:34.527736,-43.52036,-53.5839,-56.108128,10,arena_1,0.088,22.0,4.0
211,5,alarm,104.996,105.139,00:31:44.996,00:31:45.139,1904.995584,1905.138808,2025-03-12 16:17:34.995584,2025-03-12 16:17:35.138808,-46.642654,-54.784286,-56.19181,10,arena_1,0.143,22.0,5.0
211,5,alarm,105.565,105.633,00:31:45.565,00:31:45.633,1905.564928,1905.632632,2025-03-12 16:17:35.564928,2025-03-12 16:17:35.632632,-42.90471,-54.6641,-56.211044,10,arena_1,0.068,22.0,6.0
