exp,file_num,event_type,start_time_file_sec,stop_time_file_sec,start_time_experiment,stop_time_experiment,start_time_experiment_sec,stop_time_experiment_sec,start_time_real,stop_time_real,RMS_arena_1,RMS_arena_2,RMS_underground,channel,assigned_location,duration_sec,bout_id,position_in_bout
211,5,alarm,106.128,106.202,00:31:46.128,00:31:46.202,1906.128256,1906.20172,2025-03-12 16:17:36.128256,2025-03-12 16:17:36.201720,-41.649483,-54.224796,-55.952003,10,arena_1,0.073,22.0,7.0
211,5,alarm,106.687,106.775,00:31:46.687,00:31:46.775,1906.686592,1906.774776,2025-03-12 16:17:36.686592,2025-03-12 16:17:36.774776,-44.312393,-54.506294,-55.989132,10,arena_1,0.088,22.0,8.0
211,5,alarm,107.251,107.33,00:31:47.251,00:31:47.330,1907.250816,1907.329912,2025-03-12 16:17:37.250816,2025-03-12 16:17:37.329912,-43.509468,-54.56485,-56.21483,10,arena_1,0.079,22.0,9.0
211,5,alarm,107.859,107.934,00:31:47.859,00:31:47.934,1907.859072,1907.934072,2025-03-12 16:17:37.859072,2025-03-12 16:17:37.934072,-42.29835,-53.964012,-56.14846,10,arena_1,0.075,22.0,10.0
211,5,alarm,108.437,108.509,00:31:48.437,00:31:48.509,1908.436608,1908.509432,2025-03-12 16:17:38.436608,2025-03-12 16:17:38.509432,-43.213085,-54.453087,-56.275448,10,arena_1,0.073,22.0,11.0
211,5,alarm,109.021,109.08,00:31:49.021,00:31:49.080,1909.021312,1909.0798,2025-03-12 16:17:39.021312,2025-03-12 16:17:39.079800,-43.579678,-54.481865,-54.752937,10,arena_1,0.058,22.0,12.0
211,5,alarm,109.592,109.659,00:31:49.592,00:31:49.659,1909.591808,1909.658872,2025-03-12 16:17:39.591808,2025-03-12 16:17:39.658872,-44.498363,-54.346397,-56.01426,10,arena_1,0.067,22.0,13.0
211,5,alarm,110.689,110.745,00:31:50.689,00:31:50.745,1910.689408,1910.744696,2025-03-12 16:17:40.689408,2025-03-12 16:17:40.744696,-47.528435,-54.769363,-56.186176,10,arena_1,0.055,22.0,14.0
211,5,alarm,111.238,111.299,00:31:51.238,00:31:51.299,1911.2384,1911.29932,2025-03-12 16:17:41.238400,2025-03-12 16:17:41.299320,-43.12946,-52.784126,-53.830223,10,arena_1,0.061,22.0,15.0
211,5,alarm,111.777,111.843,00:31:51.777,00:31:51.843,1911.776512,1911.842808,2025-03-12 16:17:41.776512,2025-03-12 16:17:41.842808,-44.89663,-54.832073,-55.897476,10,arena_1,0.066,22.0,16.0
211,5,alarm,112.892,112.94,00:31:52.892,00:31:52.940,1912.89152,1912.93964,2025-03-12 16:17:42.891520,2025-03-12 16:17:42.939640,-43.08994,-51.41373,-28.475025,10,underground,0.048,22.0,17.0
211,5,alarm,113.478,113.534,00:31:53.478,00:31:53.534,1913.477504,1913.533688,2025-03-12 16:17:43.477504,2025-03-12 16:17:43.533688,-43.980175,-46.840282,-47.642193,10,arena_1,0.056,22.0,18.0
211,5,alarm,114.026,114.092,00:31:54.026,00:31:54.092,1914.025856,1914.091512,2025-03-12 16:17:44.025856,2025-03-12 16:17:44.091512,-42.21809,-46.28383,-21.602867,10,underground,0.066,22.0,19.0
211,5,alarm,114.613,114.663,00:31:54.613,00:31:54.663,1914.612992,1914.662776,2025-03-12 16:17:44.612992,2025-03-12 16:17:44.662776,-43.679733,-49.53009,-28.71918,10,underground,0.05,22.0,20.0
211,5,alarm,115.158,115.231,00:31:55.158,00:31:55.231,1915.158016,1915.23084,2025-03-12 16:17:45.158016,2025-03-12 16:17:45.230840,-46.498146,-54.063477,-47.36479,10,arena_1,0.073,22.0,21.0
211,5,alarm,116.381,116.445,00:31:56.381,00:31:56.445,1916.3808,1916.445304,2025-03-12 16:17:46.380800,2025-03-12 16:17:46.445304,-42.33254,-50.90757,-30.417833,10,underground,0.065,22.0,22.0
211,5,alarm,116.99,117.05,00:31:56.990,00:31:57.050,1916.990208,1917.04972,2025-03-12 16:17:46.990208,2025-03-12 16:17:47.049720,-45.097088,-54.078545,-47.09784,10,arena_1,0.06,22.0,23.0
211,5,alarm,117.629,117.698,00:31:57.629,00:31:57.698,1917.628672,1917.698168,2025-03-12 16:17:47.628672,2025-03-12 16:17:47.698168,-45.502678,-54.744682,-48.3023,10,arena_1,0.069,22.0,24.0
211,5,alarm,118.293,118.349,00:31:58.293,00:31:58.349,1918.292608,1918.348664,2025-03-12 16:17:48.292608,2025-03-12 16:17:48.348664,-47.375107,-54.202873,-45.068222,10,underground,0.056,22.0,25.0
211,5,alarm,118.927,118.986,00:31:58.927,00:31:58.986,1918.92736,1918.985592,2025-03-12 16:17:48.927360,2025-03-12 16:17:48.985592,-44.753384,-54.58252,-46.44529,10,arena_1,0.058,22.0,26.0
211,5,alarm,119.01,119.175,00:31:59.010,00:31:59.175,1919.010176,1919.174648,2025-03-12 16:17:49.010176,2025-03-12 16:17:49.174648,-51.150177,-51.137894,-19.549757,30,underground,0.164,22.0,27.0
211,5,alarm,119.591,119.632,00:31:59.591,00:31:59.632,1919.59104,1919.631864,2025-03-12 16:17:49.591040,2025-03-12 16:17:49.631864,-47.792336,-54.73861,-54.91747,10,arena_1,0.041,22.0,28.0
211,5,alarm,120.226,120.283,00:32:00.226,00:32:00.283,1920.226176,1920.282872,2025-03-12 16:17:50.226176,2025-03-12 16:17:50.282872,-44.989777,-54.778107,-56.265297,10,arena_1,0.057,22.0,29.0
211,5,alarm,123.672,123.811,00:32:03.672,00:32:03.811,1923.672448,1923.810936,2025-03-12 16:17:53.672448,2025-03-12 16:17:53.810936,-43.283623,-46.947,-13.204461,30,underground,0.138,22.0,30.0
211,5,alarm,123.806,123.828,00:32:03.806,00:32:03.828,1923.805952,1923.828344,2025-03-12 16:17:53.805952,2025-03-12 16:17:53.828344,-48.944458,-46.389496,-33.669983,20,underground,0.022,22.0,31.0
211,5,alarm,124.628,124.648,00:32:04.628,00:32:04.648,1924.62784,1924.648056,2025-03-12 16:17:54.627840,2025-03-12 16:17:54.648056,-46.10132,-51.560173,-35.3306,10,underground,0.02,22.0,32.0
211,5,playback,194.206,359.648,00:33:14.206,00:35:59.648,1994.205816,2159.647808,2025-03-12 16:19:04.205816,2025-03-12 16:21:49.647808,,,,6,0,165.442,,
211,5,alarm,285.31,285.494,00:34:45.310,00:34:45.494,2085.309696,2085.493624,2025-03-12 16:20:35.309696,2025-03-12 16:20:35.493624,-37.053123,-51.12267,-49.062332,10,arena_1,0.184,23.0,1.0
211,5,alarm,285.868,285.897,00:34:45.868,00:34:45.897,2085.86752,2085.897464,2025-03-12 16:20:35.867520,2025-03-12 16:20:35.897464,-24.598476,-42.27952,-45.56944,30,arena_1,0.03,23.0,2.0
211,5,alarm,286.55,286.561,00:34:46.550,00:34:46.561,2086.5504,2086.56076,2025-03-12 16:20:36.550400,2025-03-12 16:20:36.560760,-48.621902,-49.924984,-31.51185,30,underground,0.01,23.0,3.0
211,5,alarm,286.711,286.772,00:34:46.711,00:34:46.772,2086.710528,2086.772216,2025-03-12 16:20:36.710528,2025-03-12 16:20:36.772216,-45.517227,-45.15501,-37.158333,30,underground,0.062,23.0,4.0
211,5,alarm,287.096,287.198,00:34:47.096,00:34:47.198,2087.09632,2087.197816,2025-03-12 16:20:37.096320,2025-03-12 16:20:37.197816,-41.8808,-47.331383,-44.438,10,arena_1,0.101,23.0,5.0
211,5,alarm,287.235,287.322,00:34:47.235,00:34:47.322,2087.23456,2087.322232,2025-03-12 16:20:37.234560,2025-03-12 16:20:37.322232,-45.354458,-51.24241,-50.57461,10,arena_1,0.088,23.0,6.0
211,5,alarm,287.77,287.805,00:34:47.770,00:34:47.805,2087.769728,2087.805048,2025-03-12 16:20:37.769728,2025-03-12 16:20:37.805048,-53.699028,-55.294796,-48.512314,30,underground,0.035,23.0,7.0
211,5,alarm,287.832,287.852,00:34:47.832,00:34:47.852,2087.83232,2087.851768,2025-03-12 16:20:37.832320,2025-03-12 16:20:37.851768,-52.09056,-55.08117,-37.865505,30,underground,0.019,23.0,8.0
211,5,alarm,289.156,289.306,00:34:49.156,00:34:49.306,2089.156224,2089.306232,2025-03-12 16:20:39.156224,2025-03-12 16:20:39.306232,-44.505043,-52.06869,-45.668343,10,arena_1,0.15,23.0,9.0
211,5,alarm,291.214,291.348,00:34:51.214,00:34:51.348,2091.213696,2091.347704,2025-03-12 16:20:41.213696,2025-03-12 16:20:41.347704,-45.214317,-54.659264,-53.51203,10,arena_1,0.134,23.0,10.0
211,5,alarm,291.777,291.875,00:34:51.777,00:34:51.875,2091.777152,2091.87532,2025-03-12 16:20:41.777152,2025-03-12 16:20:41.875320,-44.910255,-54.40238,-48.242516,10,arena_1,0.098,23.0,11.0
211,5,alarm,292.218,292.253,00:34:52.218,00:34:52.253,2092.218112,2092.253048,2025-03-12 16:20:42.218112,2025-03-12 16:20:42.253048,-53.73251,-55.392166,-46.554024,30,underground,0.035,23.0,12.0
211,5,alarm,292.343,292.438,00:34:52.343,00:34:52.438,2092.342912,2092.438136,2025-03-12 16:20:42.342912,2025-03-12 16:20:42.438136,-43.935963,-54.516975,-49.478485,10,arena_1,0.095,23.0,13.0
211,5,alarm,292.898,293.04,00:34:52.898,00:34:53.040,2092.898432,2093.040376,2025-03-12 16:20:42.898432,2025-03-12 16:20:43.040376,-46.28531,-54.90172,-53.329407,10,arena_1,0.142,23.0,14.0
211,5,alarm,293.466,293.535,00:34:53.466,00:34:53.535,2093.465984,2093.53484,2025-03-12 16:20:43.465984,2025-03-12 16:20:43.534840,-42.76058,-54.63842,-55.53939,10,arena_1,0.069,23.0,15.0
211,5,alarm,294.03,294.106,00:34:54.030,00:34:54.106,2094.029568,2094.106104,2025-03-12 16:20:44.029568,2025-03-12 16:20:44.106104,-42.387283,-54.46884,-55.361237,10,arena_1,0.077,23.0,16.0
211,5,alarm,294.589,294.663,00:34:54.589,00:34:54.663,2094.5888,2094.663416,2025-03-12 16:20:44.588800,2025-03-12 16:20:44.663416,-43.55877,-54.654392,-55.841248,10,arena_1,0.075,23.0,17.0
211,5,alarm,295.155,295.235,00:34:55.155,00:34:55.235,2095.154944,2095.234552,2025-03-12 16:20:45.154944,2025-03-12 16:20:45.234552,-43.504223,-54.414963,-55.243458,10,arena_1,0.08,23.0,18.0
211,5,alarm,295.761,295.841,00:34:55.761,00:34:55.841,2095.760512,2095.8414,2025-03-12 16:20:45.760512,2025-03-12 16:20:45.841400,-42.629135,-54.325428,-55.50107,10,arena_1,0.081,23.0,19.0
211,5,alarm,296.339,296.411,00:34:56.339,00:34:56.411,2096.338816,2096.411384,2025-03-12 16:20:46.338816,2025-03-12 16:20:46.411384,-43.00267,-54.487038,-56.17801,10,arena_1,0.073,23.0,20.0
211,5,alarm,296.925,296.984,00:34:56.925,00:34:56.984,2096.925056,2096.984184,2025-03-12 16:20:46.925056,2025-03-12 16:20:46.984184,-43.32504,-54.71834,-54.878532,10,arena_1,0.059,23.0,21.0
211,5,alarm,297.494,297.559,00:34:57.494,00:34:57.559,2097.494272,2097.558776,2025-03-12 16:20:47.494272,2025-03-12 16:20:47.558776,-44.033897,-54.416817,-55.99171,10,arena_1,0.065,23.0,22.0
211,5,alarm,298.59,298.638,00:34:58.590,00:34:58.638,2098.590464,2098.638328,2025-03-12 16:20:48.590464,2025-03-12 16:20:48.638328,-45.768085,-54.996487,-56.190754,10,arena_1,0.048,23.0,23.0
211,5,alarm,299.14,299.197,00:34:59.140,00:34:59.197,2099.139584,2099.196664,2025-03-12 16:20:49.139584,2025-03-12 16:20:49.196664,-45.881687,-54.790512,-52.60012,10,arena_1,0.057,23.0,24.0
211,5,alarm,299.678,299.741,00:34:59.678,00:34:59.741,2099.677952,2099.741048,2025-03-12 16:20:49.677952,2025-03-12 16:20:49.741048,-43.45347,-54.703506,-55.982243,10,arena_1,0.063,23.0,25.0
211,5,alarm,300.247,300.31,00:35:00.247,00:35:00.310,2100.247424,2100.310008,2025-03-12 16:20:50.247424,2025-03-12 16:20:50.310008,-44.80095,-54.265427,-56.10745,10,arena_1,0.063,23.0,26.0
211,5,alarm,300.79,300.847,00:35:00.790,00:35:00.847,2100.7904,2100.847224,2025-03-12 16:20:50.790400,2025-03-12 16:20:50.847224,-45.5257,-54.849533,-56.040188,10,arena_1,0.057,23.0,27.0
211,5,alarm,301.378,301.441,00:35:01.378,00:35:01.441,2101.377792,2101.44076,2025-03-12 16:20:51.377792,2025-03-12 16:20:51.440760,-46.22906,-55.02124,-55.622604,10,arena_1,0.063,23.0,28.0
211,5,alarm,301.928,301.998,00:35:01.928,00:35:01.998,2101.927808,2101.997816,2025-03-12 16:20:51.927808,2025-03-12 16:20:51.997816,-44.24521,-54.697742,-56.074947,10,arena_1,0.07,23.0,29.0
211,5,alarm,302.512,302.569,00:35:02.512,00:35:02.569,2102.512256,2102.568824,2025-03-12 16:20:52.512256,2025-03-12 16:20:52.568824,-44.756706,-54.610916,-55.069195,10,arena_1,0.057,23.0,30.0
211,5,alarm,303.062,303.128,00:35:03.062,00:35:03.128,2103.061632,2103.127672,2025-03-12 16:20:53.061632,2025-03-12 16:20:53.127672,-45.51792,-54.491497,-56.295746,10,arena_1,0.066,23.0,31.0
211,5,alarm,303.695,303.708,00:35:03.695,00:35:03.708,2103.694592,2103.708152,2025-03-12 16:20:53.694592,2025-03-12 16:20:53.708152,-49.557007,-55.6422,-56.234264,10,arena_1,0.014,23.0,32.0
211,5,alarm,304.285,304.348,00:35:04.285,00:35:04.348,2104.2848,2104.348152,2025-03-12 16:20:54.284800,2025-03-12 16:20:54.348152,-43.730675,-54.814526,-47.665924,10,arena_1,0.063,23.0,33.0
211,5,alarm,304.896,304.951,00:35:04.896,00:35:04.951,2104.896384,2104.951288,2025-03-12 16:20:54.896384,2025-03-12 16:20:54.951288,-44.109848,-54.437294,-55.935585,10,arena_1,0.055,23.0,34.0
211,5,alarm,305.532,305.593,00:35:05.532,00:35:05.593,2105.531776,2105.593336,2025-03-12 16:20:55.531776,2025-03-12 16:20:55.593336,-44.33586,-54.538757,-54.615864,10,arena_1,0.062,23.0,35.0
211,5,alarm,306.198,306.247,00:35:06.198,00:35:06.247,2106.198272,2106.246904,2025-03-12 16:20:56.198272,2025-03-12 16:20:56.246904,-46.585403,-54.923454,-54.658234,10,arena_1,0.049,23.0,36.0
211,5,alarm,306.824,306.886,00:35:06.824,00:35:06.886,2106.824064,2106.886136,2025-03-12 16:20:56.824064,2025-03-12 16:20:56.886136,-44.363827,-52.705845,-51.961113,10,arena_1,0.062,23.0,37.0
211,5,alarm,307.487,307.533,00:35:07.487,00:35:07.533,2107.487232,2107.533176,2025-03-12 16:20:57.487232,2025-03-12 16:20:57.533176,-46.458035,-54.857403,-54.05433,10,arena_1,0.046,23.0,38.0
211,5,alarm,308.121,308.185,00:35:08.121,00:35:08.185,2108.121344,2108.185464,2025-03-12 16:20:58.121344,2025-03-12 16:20:58.185464,-44.765846,-54.704304,-56.278156,10,arena_1,0.064,23.0,39.0
211,6,alarm,75.688,75.699,00:37:15.688,00:37:15.699,2235.688192,2235.698808,2025-03-12 16:23:05.688192,2025-03-12 16:23:05.698808,-52.539143,-55.424427,-44.153103,30,underground,0.011,,
211,6,alarm,89.643,89.682,00:37:29.643,00:37:29.682,2249.643264,2249.682168,2025-03-12 16:23:19.643264,2025-03-12 16:23:19.682168,-54.064148,-55.29631,-45.6901,30,underground,0.039,,
211,6,alarm,109.112,109.252,00:37:49.112,00:37:49.252,2269.112064,2269.252344,2025-03-12 16:23:39.112064,2025-03-12 16:23:39.252344,-47.24347,-54.40911,-54.307804,10,arena_1,0.14,,
211,6,alarm,146.533,146.545,00:38:26.533,00:38:26.545,2306.532608,2306.545144,2025-03-12 16:24:16.532608,2025-03-12 16:24:16.545144,-37.341934,-47.917118,-47.21598,30,arena_1,0.013,24.0,1.0
211,6,alarm,151.998,152.019,00:38:31.998,00:38:32.019,2311.99808,2312.018552,2025-03-12 16:24:21.998080,2025-03-12 16:24:22.018552,-49.562683,-52.74649,-25.404253,30,underground,0.02,24.0,2.0
211,6,alarm,171.498,171.524,00:38:51.498,00:38:51.524,2331.497856,2331.524216,2025-03-12 16:24:41.497856,2025-03-12 16:24:41.524216,-52.705254,-54.788406,-39.098965,30,underground,0.026,25.0,1.0
211,6,alarm,176.17,176.192,00:38:56.170,00:38:56.192,2336.169984,2336.191608,2025-03-12 16:24:46.169984,2025-03-12 16:24:46.191608,-52.540886,-50.352226,-33.178307,30,underground,0.022,25.0,2.0
211,6,alarm,243.682,243.713,00:40:03.682,00:40:03.713,2403.68192,2403.712632,2025-03-12 16:25:53.681920,2025-03-12 16:25:53.712632,-49.422295,-55.20899,-56.240753,10,arena_1,0.031,26.0,1.0
211,6,alarm,244.094,244.178,00:40:04.094,00:40:04.178,2404.093696,2404.178168,2025-03-12 16:25:54.093696,2025-03-12 16:25:54.178168,-45.854797,-54.633026,-55.74215,10,arena_1,0.084,26.0,2.0
211,6,alarm,247.091,247.104,00:40:07.091,00:40:07.104,2407.091456,2407.10412,2025-03-12 16:25:57.091456,2025-03-12 16:25:57.104120,-47.906612,-54.919647,-55.74634,10,arena_1,0.013,26.0,3.0
211,6,alarm,252.104,252.121,00:40:12.104,00:40:12.121,2412.104064,2412.120568,2025-03-12 16:26:02.104064,2025-03-12 16:26:02.120568,-49.160156,-54.957184,-56.042908,10,arena_1,0.017,26.0,4.0
211,6,alarm,257.274,257.306,00:40:17.274,00:40:17.306,2417.273728,2417.306488,2025-03-12 16:26:07.273728,2025-03-12 16:26:07.306488,-49.25306,-54.395832,-47.586052,30,underground,0.033,26.0,5.0
211,6,alarm,258.601,258.614,00:40:18.601,00:40:18.614,2418.600704,2418.614264,2025-03-12 16:26:08.600704,2025-03-12 16:26:08.614264,-49.51882,-55.174904,-44.363083,10,underground,0.014,26.0,6.0
211,7,alarm,10.469,10.656,00:42:10.469,00:42:10.656,2530.46912,2530.656376,2025-03-12 16:28:00.469120,2025-03-12 16:28:00.656376,-43.018307,-50.78402,-44.18112,30,arena_1,0.187,27.0,1.0
211,7,alarm,15.086,15.13,00:42:15.086,00:42:15.130,2535.085824,2535.130488,2025-03-12 16:28:05.085824,2025-03-12 16:28:05.130488,-50.834686,-52.01737,-46.426376,30,underground,0.045,27.0,2.0
211,7,alarm,15.12,15.142,00:42:15.120,00:42:15.142,2535.119872,2535.142264,2025-03-12 16:28:05.119872,2025-03-12 16:28:05.142264,-49.236435,-50.068073,-49.50193,10,arena_1,0.022,27.0,3.0
211,7,alarm,15.837,15.858,00:42:15.837,00:42:15.858,2535.836672,2535.85804,2025-03-12 16:28:05.836672,2025-03-12 16:28:05.858040,-52.897415,-54.39309,-46.412586,30,underground,0.021,27.0,4.0
211,7,alarm,17.5,17.533,00:42:17.500,00:42:17.533,2537.50016,2537.533432,2025-03-12 16:28:07.500160,2025-03-12 16:28:07.533432,-52.609016,-53.851135,-46.607155,30,underground,0.033,27.0,5.0
211,7,alarm,18.639,18.672,00:42:18.639,00:42:18.672,2538.63936,2538.672376,2025-03-12 16:28:08.639360,2025-03-12 16:28:08.672376,-51.64614,-51.443832,-34.752148,30,underground,0.033,27.0,6.0
211,7,alarm,19.19,19.235,00:42:19.190,00:42:19.235,2539.1904,2539.235448,2025-03-12 16:28:09.190400,2025-03-12 16:28:09.235448,-48.72742,-51.929443,-44.83679,30,underground,0.045,27.0,7.0
211,7,alarm,20.92,20.954,00:42:20.920,00:42:20.954,2540.92032,2540.953976,2025-03-12 16:28:10.920320,2025-03-12 16:28:10.953976,-50.987473,-52.678864,-44.71348,30,underground,0.034,27.0,8.0
211,7,alarm,20.938,20.965,00:42:20.938,00:42:20.965,2540.93824,2540.964984,2025-03-12 16:28:10.938240,2025-03-12 16:28:10.964984,-51.613155,-51.595787,-46.61865,20,underground,0.027,27.0,9.0
211,7,alarm,21.588,21.605,00:42:21.588,00:42:21.605,2541.588352,2541.6046,2025-03-12 16:28:11.588352,2025-03-12 16:28:11.604600,-48.695316,-54.84182,-49.92936,10,arena_1,0.016,27.0,10.0
211,7,alarm,22.653,22.698,00:42:22.653,00:42:22.698,2542.653184,2542.697848,2025-03-12 16:28:12.653184,2025-03-12 16:28:12.697848,-51.917614,-53.527645,-48.409267,30,underground,0.045,27.0,11.0
211,7,alarm,24.301,24.331,00:42:24.301,00:42:24.331,2544.300672,2544.331256,2025-03-12 16:28:14.300672,2025-03-12 16:28:14.331256,-53.27487,-54.1275,-53.48699,30,arena_1,0.031,27.0,12.0
211,7,alarm,24.839,24.874,00:42:24.839,00:42:24.874,2544.839424,2544.87436,2025-03-12 16:28:14.839424,2025-03-12 16:28:14.874360,-50.55317,-53.682053,-49.986492,30,underground,0.035,27.0,13.0
211,7,alarm,25.408,25.437,00:42:25.408,00:42:25.437,2545.407744,2545.437304,2025-03-12 16:28:15.407744,2025-03-12 16:28:15.437304,-52.990944,-54.05361,-51.29203,30,underground,0.03,27.0,14.0
211,7,alarm,25.945,25.963,00:42:25.945,00:42:25.963,2545.944832,2545.962616,2025-03-12 16:28:15.944832,2025-03-12 16:28:15.962616,-49.585682,-53.940998,-50.664253,30,arena_1,0.018,27.0,15.0
211,7,alarm,26.53,26.56,00:42:26.530,00:42:26.560,2546.530048,2546.559608,2025-03-12 16:28:16.530048,2025-03-12 16:28:16.559608,-53.65595,-54.324883,-51.465958,30,underground,0.03,27.0,16.0
211,7,alarm,27.079,27.122,00:42:27.079,00:42:27.122,2547.079168,2547.121784,2025-03-12 16:28:17.079168,2025-03-12 16:28:17.121784,-52.44551,-53.92295,-50.712524,30,underground,0.043,27.0,17.0
211,7,alarm,27.664,27.703,00:42:27.664,00:42:27.703,2547.663872,2547.703032,2025-03-12 16:28:17.663872,2025-03-12 16:28:17.703032,-53.38836,-54.06584,-52.173615,30,underground,0.039,27.0,18.0
211,7,alarm,29.437,29.476,00:42:29.437,00:42:29.476,2549.436672,2549.475704,2025-03-12 16:28:19.436672,2025-03-12 16:28:19.475704,-52.201885,-53.458908,-48.783348,30,underground,0.039,27.0,19.0
211,7,alarm,29.456,29.478,00:42:29.456,00:42:29.478,2549.456128,2549.478136,2025-03-12 16:28:19.456128,2025-03-12 16:28:19.478136,-51.802727,-52.771534,-48.553867,10,underground,0.022,27.0,20.0
211,7,alarm,30.046,30.07,00:42:30.046,00:42:30.070,2550.045952,2550.070136,2025-03-12 16:28:20.045952,2025-03-12 16:28:20.070136,-52.57302,-54.141457,-51.007874,30,underground,0.024,27.0,21.0
211,7,alarm,30.692,30.729,00:42:30.692,00:42:30.729,2550.691584,2550.728696,2025-03-12 16:28:20.691584,2025-03-12 16:28:20.728696,-53.073574,-53.721413,-50.822163,30,underground,0.037,27.0,22.0
211,7,alarm,31.977,32.018,00:42:31.977,00:42:32.018,2551.97696,2552.018168,2025-03-12 16:28:21.976960,2025-03-12 16:28:22.018168,-53.269302,-53.61793,-49.77188,30,underground,0.041,27.0,23.0
211,7,alarm,32.642,32.658,00:42:32.642,00:42:32.658,2552.642304,2552.657656,2025-03-12 16:28:22.642304,2025-03-12 16:28:22.657656,-53.536396,-54.3697,-53.077538,30,underground,0.015,27.0,24.0
211,7,alarm,33.275,33.314,00:42:33.275,00:42:33.314,2553.275008,2553.31404,2025-03-12 16:28:23.275008,2025-03-12 16:28:23.314040,-53.254353,-53.782867,-50.372566,30,underground,0.039,27.0,25.0
211,7,alarm,219.196,219.225,00:45:39.196,00:45:39.225,2739.19616,2739.225464,2025-03-12 16:31:29.196160,2025-03-12 16:31:29.225464,-52.01742,-55.316048,-56.260963,10,arena_1,0.029,28.0,1.0
211,7,alarm,219.261,219.322,00:45:39.261,00:45:39.322,2739.261184,2739.322104,2025-03-12 16:31:29.261184,2025-03-12 16:31:29.322104,-50.22964,-55.09235,-53.974297,10,arena_1,0.061,28.0,2.0
211,7,alarm,219.288,219.32,00:45:39.288,00:45:39.320,2739.288192,2739.3198,2025-03-12 16:31:29.288192,2025-03-12 16:31:29.319800,-49.467854,-55.00241,-53.14991,30,arena_1,0.032,28.0,3.0
211,7,alarm,220.562,220.6,00:45:40.562,00:45:40.600,2740.561664,2740.60044,2025-03-12 16:31:30.561664,2025-03-12 16:31:30.600440,-46.900402,-54.54086,-53.587337,10,arena_1,0.039,28.0,4.0
211,7,alarm,296.575,296.587,00:46:56.575,00:46:56.587,2816.57472,2816.586872,2025-03-12 16:32:46.574720,2025-03-12 16:32:46.586872,-48.702656,-54.971485,-55.187737,10,arena_1,0.012,,
211,7,alarm,336.587,336.628,00:47:36.587,00:47:36.628,2856.586752,2856.628088,2025-03-12 16:33:26.586752,2025-03-12 16:33:26.628088,-48.250805,-54.787926,-54.4329,10,arena_1,0.041,,
211,8,alarm,24.314,24.445,00:48:24.314,00:48:24.445,2904.3136,2904.44492,2025-03-12 16:34:14.313600,2025-03-12 16:34:14.444920,-49.601913,-55.12549,-56.01477,10,arena_1,0.131,,
211,8,alarm,34.551,34.601,00:48:34.551,00:48:34.601,2914.551296,2914.601208,2025-03-12 16:34:24.551296,2025-03-12 16:34:24.601208,-49.907192,-54.727825,-43.36216,30,underground,0.05,29.0,1.0
211,8,alarm,34.943,34.956,00:48:34.943,00:48:34.956,2914.942592,2914.95564,2025-03-12 16:34:24.942592,2025-03-12 16:34:24.955640,-53.835632,-55.52067,-42.91526,30,underground,0.013,29.0,2.0
211,8,alarm,35.34,35.351,00:48:35.340,00:48:35.351,2915.339648,2915.350904,2025-03-12 16:34:25.339648,2025-03-12 16:34:25.350904,-53.03329,-55.33737,-29.585218,30,underground,0.011,29.0,3.0
211,9,alarm,56.552,56.718,00:54:56.552,00:54:56.718,3296.55232,3296.717944,2025-03-12 16:40:46.552320,2025-03-12 16:40:46.717944,-40.37869,-48.728184,-43.84601,30,arena_1,0.166,30.0,1.0
211,9,alarm,60.473,60.497,00:55:00.473,00:55:00.497,3300.472704,3300.497272,2025-03-12 16:40:50.472704,2025-03-12 16:40:50.497272,-49.863125,-52.33364,-49.743862,30,underground,0.025,30.0,2.0
211,9,alarm,61.899,61.923,00:55:01.899,00:55:01.923,3301.899392,3301.922808,2025-03-12 16:40:51.899392,2025-03-12 16:40:51.922808,-49.600567,-54.080067,-47.95183,30,underground,0.023,30.0,3.0
211,9,alarm,62.484,62.542,00:55:02.484,00:55:02.542,3302.48448,3302.541944,2025-03-12 16:40:52.484480,2025-03-12 16:40:52.541944,-53.48822,-53.556866,-50.37985,30,underground,0.057,30.0,4.0
211,9,alarm,63.594,63.608,00:55:03.594,00:55:03.608,3303.593728,3303.607672,2025-03-12 16:40:53.593728,2025-03-12 16:40:53.607672,-52.61418,-51.220325,-53.189526,20,arena_2,0.014,30.0,5.0
211,9,alarm,64.684,64.725,00:55:04.684,00:55:04.725,3304.683776,3304.724856,2025-03-12 16:40:54.683776,2025-03-12 16:40:54.724856,-53.02459,-52.73487,-45.221233,30,underground,0.041,30.0,6.0
211,9,alarm,65.251,65.3,00:55:05.251,00:55:05.300,3305.250816,3305.300216,2025-03-12 16:40:55.250816,2025-03-12 16:40:55.300216,-52.688354,-52.41922,-45.382263,30,underground,0.049,30.0,7.0
211,9,alarm,66.978,67.027,00:55:06.978,00:55:07.027,3306.977536,3307.026552,2025-03-12 16:40:56.977536,2025-03-12 16:40:57.026552,-52.713486,-52.427544,-46.092735,30,underground,0.049,30.0,8.0
211,9,alarm,67.556,67.606,00:55:07.556,00:55:07.606,3307.555584,3307.60588,2025-03-12 16:40:57.555584,2025-03-12 16:40:57.605880,-52.775417,-52.460266,-45.889507,30,underground,0.05,30.0,9.0
211,9,alarm,68.713,68.759,00:55:08.713,00:55:08.759,3308.713088,3308.758776,2025-03-12 16:40:58.713088,2025-03-12 16:40:58.758776,-51.64143,-53.177086,-48.53833,30,underground,0.046,30.0,10.0
